País,Año,Horas,Metrica,Porcentaje_x,Red,Porcentaje_y
Austria,2017.0,1.16,Motivar compras a través del botón 'Comprar',4.0,WhatsApp,81.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,Facebook,72.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,50.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,Instagram,46.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,Snapchat,19.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,Twitter,19.0
Austria,2018.0,1.15,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,81.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,Facebook,72.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,FB Messenger,50.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,Instagram,46.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,Snapchat,19.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,Twitter,19.0
Austria,2018.0,1.15,Seguir marcas que les gustan,30.0,WhatsApp,81.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,Facebook,72.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,FB Messenger,50.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,Instagram,46.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,Snapchat,19.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,Twitter,19.0
Austria,2018.0,1.15,Descubrir marcas a través de comentarios,18.0,WhatsApp,81.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,Facebook,72.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,FB Messenger,50.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,Instagram,46.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,Snapchat,19.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,Twitter,19.0
Austria,2018.0,1.15,Investigar productos/marcas usando redes sociales,32.0,WhatsApp,81.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,Facebook,72.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,FB Messenger,50.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,Instagram,46.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,Snapchat,19.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,Twitter,19.0
Austria,2018.0,1.15,Motivar compras a través de 'Me gusta',11.0,WhatsApp,81.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,Facebook,72.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,FB Messenger,50.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,Instagram,46.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,Snapchat,19.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,Twitter,19.0
Austria,2018.0,1.15,Motivar compras a través del botón 'Comprar',4.0,WhatsApp,81.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,Facebook,72.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,50.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,Instagram,46.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,Snapchat,19.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,Twitter,19.0
Austria,2019.0,1.17,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,81.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,Facebook,72.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,FB Messenger,50.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,Instagram,46.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,Snapchat,19.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,Twitter,19.0
Austria,2019.0,1.17,Seguir marcas que les gustan,30.0,WhatsApp,81.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,Facebook,72.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,FB Messenger,50.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,Instagram,46.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,Snapchat,19.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,Twitter,19.0
Austria,2019.0,1.17,Descubrir marcas a través de comentarios,18.0,WhatsApp,81.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,Facebook,72.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,FB Messenger,50.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,Instagram,46.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,Snapchat,19.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,Twitter,19.0
Austria,2019.0,1.17,Investigar productos/marcas usando redes sociales,32.0,WhatsApp,81.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,Facebook,72.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,FB Messenger,50.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,Instagram,46.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,Snapchat,19.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,Twitter,19.0
Austria,2019.0,1.17,Motivar compras a través de 'Me gusta',11.0,WhatsApp,81.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,Facebook,72.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,FB Messenger,50.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,Instagram,46.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,Snapchat,19.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,Twitter,19.0
Austria,2019.0,1.17,Motivar compras a través del botón 'Comprar',4.0,WhatsApp,81.0
Belgium,2012.0,,,,,
Belgium,2013.0,,,,,
Belgium,2014.0,,,,,
Belgium,2015.0,1.15,,,,
Belgium,2016.0,1.33,,,,
Belgium,2017.0,1.31,,,,
Belgium,2018.0,1.31,,,,
Belgium,2019.0,1.24,,,,
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,Facebook,90.0
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,FB Messenger,67.0
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,Instagram,75.0
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,Snapchat,24.0
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,Twitter,47.0
Brasil,,,Uso de redes sociales para mantenerse informado,55.0,WhatsApp,88.0
Brasil,,,Seguir marcas que les gustan,51.0,Facebook,90.0
Brasil,,,Seguir marcas que les gustan,51.0,FB Messenger,67.0
Brasil,,,Seguir marcas que les gustan,51.0,Instagram,75.0
Brasil,,,Seguir marcas que les gustan,51.0,Snapchat,24.0
Brasil,,,Seguir marcas que les gustan,51.0,Twitter,47.0
Brasil,,,Seguir marcas que les gustan,51.0,WhatsApp,88.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,Facebook,90.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,FB Messenger,67.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,Instagram,75.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,Snapchat,24.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,Twitter,47.0
Brasil,,,Descubrir marcas a través de comentarios,36.0,WhatsApp,88.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,Facebook,90.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,FB Messenger,67.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,Instagram,75.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,Snapchat,24.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,Twitter,47.0
Brasil,,,Investigar productos/marcas usando redes sociales,64.0,WhatsApp,88.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,Facebook,90.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,FB Messenger,67.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,Instagram,75.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,Snapchat,24.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,Twitter,47.0
Brasil,,,Motivar compras a través de 'Me gusta',20.0,WhatsApp,88.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,Facebook,90.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,FB Messenger,67.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,Instagram,75.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,Snapchat,24.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,Twitter,47.0
Brasil,,,Motivar compras a través del botón 'Comprar',10.0,WhatsApp,88.0
Brazil,2012.0,2.41,,,,
Brazil,2013.0,2.4,,,,
Brazil,2014.0,2.5,,,,
Brazil,2015.0,3.18,,,,
Brazil,2016.0,3.45,,,,
Brazil,2017.0,3.4,,,,
Brazil,2018.0,3.39,,,,
Brazil,2019.0,3.45,,,,
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,Facebook,80.0
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,FB Messenger,65.0
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,Instagram,46.0
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,Snapchat,26.0
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,Twitter,26.0
Bélgica,,,Uso de redes sociales para mantenerse informado,38.0,WhatsApp,59.0
Bélgica,,,Seguir marcas que les gustan,30.0,Facebook,80.0
Bélgica,,,Seguir marcas que les gustan,30.0,FB Messenger,65.0
Bélgica,,,Seguir marcas que les gustan,30.0,Instagram,46.0
Bélgica,,,Seguir marcas que les gustan,30.0,Snapchat,26.0
Bélgica,,,Seguir marcas que les gustan,30.0,Twitter,26.0
Bélgica,,,Seguir marcas que les gustan,30.0,WhatsApp,59.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,Facebook,80.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,FB Messenger,65.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,Instagram,46.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,Snapchat,26.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,Twitter,26.0
Bélgica,,,Descubrir marcas a través de comentarios,17.0,WhatsApp,59.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,Facebook,80.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,FB Messenger,65.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,Instagram,46.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,Snapchat,26.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,Twitter,26.0
Bélgica,,,Investigar productos/marcas usando redes sociales,32.0,WhatsApp,59.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,Facebook,80.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,FB Messenger,65.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,Instagram,46.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,Snapchat,26.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,Twitter,26.0
Bélgica,,,Motivar compras a través de 'Me gusta',9.0,WhatsApp,59.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,Facebook,80.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,FB Messenger,65.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,Instagram,46.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,Snapchat,26.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,Twitter,26.0
Bélgica,,,Motivar compras a través del botón 'Comprar',4.0,WhatsApp,59.0
Canada,2012.0,1.12,,,,
Canada,2013.0,1.29,,,,
Canada,2014.0,1.29,,,,
Canada,2015.0,1.27,,,,
Canada,2016.0,1.41,,,,
Canada,2017.0,1.48,,,,
Canada,2018.0,1.47,,,,
Canada,2019.0,1.49,,,,
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,Facebook,81.0
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,FB Messenger,62.0
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,Instagram,49.0
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,Snapchat,27.0
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,Twitter,37.0
Canadá,,,Uso de redes sociales para mantenerse informado,39.0,WhatsApp,27.0
Canadá,,,Seguir marcas que les gustan,35.0,Facebook,81.0
Canadá,,,Seguir marcas que les gustan,35.0,FB Messenger,62.0
Canadá,,,Seguir marcas que les gustan,35.0,Instagram,49.0
Canadá,,,Seguir marcas que les gustan,35.0,Snapchat,27.0
Canadá,,,Seguir marcas que les gustan,35.0,Twitter,37.0
Canadá,,,Seguir marcas que les gustan,35.0,WhatsApp,27.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,Facebook,81.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,FB Messenger,62.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,Instagram,49.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,Snapchat,27.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,Twitter,37.0
Canadá,,,Descubrir marcas a través de comentarios,22.0,WhatsApp,27.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,Facebook,81.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,FB Messenger,62.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,Instagram,49.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,Snapchat,27.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,Twitter,37.0
Canadá,,,Investigar productos/marcas usando redes sociales,32.0,WhatsApp,27.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,Facebook,81.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,FB Messenger,62.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,Instagram,49.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,Snapchat,27.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,Twitter,37.0
Canadá,,,Motivar compras a través de 'Me gusta',15.0,WhatsApp,27.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,Facebook,81.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,FB Messenger,62.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,Instagram,49.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,Snapchat,27.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,Twitter,37.0
Canadá,,,Motivar compras a través del botón 'Comprar',6.0,WhatsApp,27.0
China,2012.0,1.19,Uso de redes sociales para mantenerse informado,35.0,,
China,2012.0,1.19,Seguir marcas que les gustan,37.0,,
China,2012.0,1.19,Descubrir marcas a través de comentarios,24.0,,
China,2012.0,1.19,Investigar productos/marcas usando redes sociales,27.0,,
China,2012.0,1.19,Motivar compras a través de 'Me gusta',27.0,,
China,2012.0,1.19,Motivar compras a través del botón 'Comprar',17.0,,
China,2013.0,1.17,Uso de redes sociales para mantenerse informado,35.0,,
China,2013.0,1.17,Seguir marcas que les gustan,37.0,,
China,2013.0,1.17,Descubrir marcas a través de comentarios,24.0,,
China,2013.0,1.17,Investigar productos/marcas usando redes sociales,27.0,,
China,2013.0,1.17,Motivar compras a través de 'Me gusta',27.0,,
China,2013.0,1.17,Motivar compras a través del botón 'Comprar',17.0,,
China,2014.0,1.24,Uso de redes sociales para mantenerse informado,35.0,,
China,2014.0,1.24,Seguir marcas que les gustan,37.0,,
China,2014.0,1.24,Descubrir marcas a través de comentarios,24.0,,
China,2014.0,1.24,Investigar productos/marcas usando redes sociales,27.0,,
China,2014.0,1.24,Motivar compras a través de 'Me gusta',27.0,,
China,2014.0,1.24,Motivar compras a través del botón 'Comprar',17.0,,
China,2015.0,1.27,Uso de redes sociales para mantenerse informado,35.0,,
China,2015.0,1.27,Seguir marcas que les gustan,37.0,,
China,2015.0,1.27,Descubrir marcas a través de comentarios,24.0,,
China,2015.0,1.27,Investigar productos/marcas usando redes sociales,27.0,,
China,2015.0,1.27,Motivar compras a través de 'Me gusta',27.0,,
China,2015.0,1.27,Motivar compras a través del botón 'Comprar',17.0,,
China,2016.0,1.45,Uso de redes sociales para mantenerse informado,35.0,,
China,2016.0,1.45,Seguir marcas que les gustan,37.0,,
China,2016.0,1.45,Descubrir marcas a través de comentarios,24.0,,
China,2016.0,1.45,Investigar productos/marcas usando redes sociales,27.0,,
China,2016.0,1.45,Motivar compras a través de 'Me gusta',27.0,,
China,2016.0,1.45,Motivar compras a través del botón 'Comprar',17.0,,
China,2017.0,1.58,Uso de redes sociales para mantenerse informado,35.0,,
China,2017.0,1.58,Seguir marcas que les gustan,37.0,,
China,2017.0,1.58,Descubrir marcas a través de comentarios,24.0,,
China,2017.0,1.58,Investigar productos/marcas usando redes sociales,27.0,,
China,2017.0,1.58,Motivar compras a través de 'Me gusta',27.0,,
China,2017.0,1.58,Motivar compras a través del botón 'Comprar',17.0,,
China,2018.0,2.0,Uso de redes sociales para mantenerse informado,35.0,,
China,2018.0,2.0,Seguir marcas que les gustan,37.0,,
China,2018.0,2.0,Descubrir marcas a través de comentarios,24.0,,
China,2018.0,2.0,Investigar productos/marcas usando redes sociales,27.0,,
China,2018.0,2.0,Motivar compras a través de 'Me gusta',27.0,,
China,2018.0,2.0,Motivar compras a través del botón 'Comprar',17.0,,
China,2019.0,2.19,Uso de redes sociales para mantenerse informado,35.0,,
China,2019.0,2.19,Seguir marcas que les gustan,37.0,,
China,2019.0,2.19,Descubrir marcas a través de comentarios,24.0,,
China,2019.0,2.19,Investigar productos/marcas usando redes sociales,27.0,,
China,2019.0,2.19,Motivar compras a través de 'Me gusta',27.0,,
China,2019.0,2.19,Motivar compras a través del botón 'Comprar',17.0,,
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,Facebook,92.0
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,FB Messenger,71.0
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,Instagram,73.0
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,Snapchat,28.0
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,Twitter,54.0
Colombia,2012.0,,Uso de redes sociales para mantenerse informado,56.0,WhatsApp,90.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,Facebook,92.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,FB Messenger,71.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,Instagram,73.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,Snapchat,28.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,Twitter,54.0
Colombia,2012.0,,Seguir marcas que les gustan,55.0,WhatsApp,90.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,Facebook,92.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,FB Messenger,71.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,Instagram,73.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,Snapchat,28.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,Twitter,54.0
Colombia,2012.0,,Descubrir marcas a través de comentarios,38.0,WhatsApp,90.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,Facebook,92.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,FB Messenger,71.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,Instagram,73.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,Snapchat,28.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,Twitter,54.0
Colombia,2012.0,,Investigar productos/marcas usando redes sociales,53.0,WhatsApp,90.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,Facebook,92.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,FB Messenger,71.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,Instagram,73.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,Snapchat,28.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,Twitter,54.0
Colombia,2012.0,,Motivar compras a través de 'Me gusta',28.0,WhatsApp,90.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,Facebook,92.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,FB Messenger,71.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,Instagram,73.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,Snapchat,28.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,Twitter,54.0
Colombia,2012.0,,Motivar compras a través del botón 'Comprar',12.0,WhatsApp,90.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,Facebook,92.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,FB Messenger,71.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,Instagram,73.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,Snapchat,28.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,Twitter,54.0
Colombia,2013.0,,Uso de redes sociales para mantenerse informado,56.0,WhatsApp,90.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,Facebook,92.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,FB Messenger,71.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,Instagram,73.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,Snapchat,28.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,Twitter,54.0
Colombia,2013.0,,Seguir marcas que les gustan,55.0,WhatsApp,90.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,Facebook,92.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,FB Messenger,71.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,Instagram,73.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,Snapchat,28.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,Twitter,54.0
Colombia,2013.0,,Descubrir marcas a través de comentarios,38.0,WhatsApp,90.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,Facebook,92.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,FB Messenger,71.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,Instagram,73.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,Snapchat,28.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,Twitter,54.0
Colombia,2013.0,,Investigar productos/marcas usando redes sociales,53.0,WhatsApp,90.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,Facebook,92.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,FB Messenger,71.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,Instagram,73.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,Snapchat,28.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,Twitter,54.0
Colombia,2013.0,,Motivar compras a través de 'Me gusta',28.0,WhatsApp,90.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,Facebook,92.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,FB Messenger,71.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,Instagram,73.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,Snapchat,28.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,Twitter,54.0
Colombia,2013.0,,Motivar compras a través del botón 'Comprar',12.0,WhatsApp,90.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,Facebook,92.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,FB Messenger,71.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,Instagram,73.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,Snapchat,28.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,Twitter,54.0
Colombia,2014.0,,Uso de redes sociales para mantenerse informado,56.0,WhatsApp,90.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,Facebook,92.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,FB Messenger,71.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,Instagram,73.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,Snapchat,28.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,Twitter,54.0
Colombia,2014.0,,Seguir marcas que les gustan,55.0,WhatsApp,90.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,Facebook,92.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,FB Messenger,71.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,Instagram,73.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,Snapchat,28.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,Twitter,54.0
Colombia,2014.0,,Descubrir marcas a través de comentarios,38.0,WhatsApp,90.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,Facebook,92.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,FB Messenger,71.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,Instagram,73.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,Snapchat,28.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,Twitter,54.0
Colombia,2014.0,,Investigar productos/marcas usando redes sociales,53.0,WhatsApp,90.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,Facebook,92.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,FB Messenger,71.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,Instagram,73.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,Snapchat,28.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,Twitter,54.0
Colombia,2014.0,,Motivar compras a través de 'Me gusta',28.0,WhatsApp,90.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,Facebook,92.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,FB Messenger,71.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,Instagram,73.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,Snapchat,28.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,Twitter,54.0
Colombia,2014.0,,Motivar compras a través del botón 'Comprar',12.0,WhatsApp,90.0
Colombia,2015.0,,Uso de redes sociales para mantenerse informado,56.0,Facebook,92.0
Colombia,2015.0,,Uso de redes sociales para mantenerse informado,56.0,FB Messenger,71.0
Colombia,2015.0,,Uso de redes sociales para mantenerse informado,56.0,Instagram,73.0
Colombia,2015.0,,Uso de redes sociales para mantenerse informado,56.0,Snapchat,28.0
