País,Año,Horas,Metrica,Porcentaje_x,Red,Porcentaje_y
Rusia,,,Motivar compras a través de 'Me gusta',13.0,Facebook,39.0
Rusia,,,Motivar compras a través de 'Me gusta',13.0,FB Messenger,14.0
Rusia,,,Motivar compras a través de 'Me gusta',13.0,Instagram,51.0
Rusia,,,Motivar compras a través de 'Me gusta',13.0,Snapchat,7.0
Rusia,,,Motivar compras a través de 'Me gusta',13.0,Twitter,19.0
Rusia,,,Motivar compras a través de 'Me gusta',13.0,WhatsApp,67.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,Facebook,39.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,FB Messenger,14.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,Instagram,51.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,Snapchat,7.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,Twitter,19.0
Rusia,,,Motivar compras a través del botón 'Comprar',6.0,WhatsApp,67.0
Russia,2012.0,1.4,,,,
Russia,2013.0,1.46,,,,
Russia,2014.0,1.49,,,,
Russia,2015.0,1.52,,,,
Russia,2016.0,2.17,,,,
Russia,2017.0,2.2,,,,
Russia,2018.0,2.21,,,,
Russia,2019.0,2.28,,,,
Saudi Arabia,2012.0,2.23,,,,
Saudi Arabia,2013.0,2.18,,,,
Saudi Arabia,2014.0,2.35,,,,
Saudi Arabia,2015.0,2.55,,,,
Saudi Arabia,2016.0,2.56,,,,
Saudi Arabia,2017.0,2.38,,,,
Saudi Arabia,2018.0,2.52,,,,
Saudi Arabia,2019.0,3.06,,,,
Singapore,2012.0,1.12,,,,
Singapore,2013.0,1.29,,,,
Singapore,2014.0,1.36,,,,
Singapore,2015.0,1.38,,,,
Singapore,2016.0,1.58,,,,
Singapore,2017.0,2.07,,,,
Singapore,2018.0,2.11,,,,
Singapore,2019.0,2.1,,,,
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,Facebook,80.0
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,FB Messenger,51.0
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,Instagram,61.0
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,Snapchat,20.0
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,Twitter,36.0
Singapur,,,Uso de redes sociales para mantenerse informado,26.0,WhatsApp,85.0
Singapur,,,Seguir marcas que les gustan,33.0,Facebook,80.0
Singapur,,,Seguir marcas que les gustan,33.0,FB Messenger,51.0
Singapur,,,Seguir marcas que les gustan,33.0,Instagram,61.0
Singapur,,,Seguir marcas que les gustan,33.0,Snapchat,20.0
Singapur,,,Seguir marcas que les gustan,33.0,Twitter,36.0
Singapur,,,Seguir marcas que les gustan,33.0,WhatsApp,85.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,Facebook,80.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,FB Messenger,51.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,Instagram,61.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,Snapchat,20.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,Twitter,36.0
Singapur,,,Descubrir marcas a través de comentarios,18.0,WhatsApp,85.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,Facebook,80.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,FB Messenger,51.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,Instagram,61.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,Snapchat,20.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,Twitter,36.0
Singapur,,,Investigar productos/marcas usando redes sociales,22.0,WhatsApp,85.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,Facebook,80.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,FB Messenger,51.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,Instagram,61.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,Snapchat,20.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,Twitter,36.0
Singapur,,,Motivar compras a través de 'Me gusta',13.0,WhatsApp,85.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,Facebook,80.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,FB Messenger,51.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,Instagram,61.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,Snapchat,20.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,Twitter,36.0
Singapur,,,Motivar compras a través del botón 'Comprar',8.0,WhatsApp,85.0
South Africa,2012.0,1.58,,,,
South Africa,2013.0,2.07,,,,
South Africa,2014.0,2.16,,,,
South Africa,2015.0,2.42,,,,
South Africa,2016.0,2.5,,,,
South Africa,2017.0,2.47,,,,
South Africa,2018.0,2.58,,,,
South Africa,2019.0,3.1,,,,
South Korea,2012.0,0.47,,,,
South Korea,2013.0,0.47,,,,
South Korea,2014.0,0.58,,,,
South Korea,2015.0,1.05,,,,
South Korea,2016.0,1.04,,,,
South Korea,2017.0,1.11,,,,
South Korea,2018.0,1.11,,,,
South Korea,2019.0,1.2,,,,
Spain,2012.0,1.3,,,,
Spain,2013.0,1.3,,,,
Spain,2014.0,1.26,,,,
Spain,2015.0,1.38,,,,
Spain,2016.0,1.43,,,,
Spain,2017.0,1.38,,,,
Spain,2018.0,1.41,,,,
Spain,2019.0,1.43,,,,
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,Facebook,83.0
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,FB Messenger,61.0
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,Instagram,58.0
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,Snapchat,25.0
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,Twitter,45.0
Sudáfrica,,,Uso de redes sociales para mantenerse informado,39.0,WhatsApp,91.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,Facebook,83.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,FB Messenger,61.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,Instagram,58.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,Snapchat,25.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,Twitter,45.0
Sudáfrica,,,Seguir marcas que les gustan,49.0,WhatsApp,91.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,Facebook,83.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,FB Messenger,61.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,Instagram,58.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,Snapchat,25.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,Twitter,45.0
Sudáfrica,,,Descubrir marcas a través de comentarios,24.0,WhatsApp,91.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,Facebook,83.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,FB Messenger,61.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,Instagram,58.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,Snapchat,25.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,Twitter,45.0
Sudáfrica,,,Investigar productos/marcas usando redes sociales,39.0,WhatsApp,91.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,Facebook,83.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,FB Messenger,61.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,Instagram,58.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,Snapchat,25.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,Twitter,45.0
Sudáfrica,,,Motivar compras a través de 'Me gusta',19.0,WhatsApp,91.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,Facebook,83.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,FB Messenger,61.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,Instagram,58.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,Snapchat,25.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,Twitter,45.0
Sudáfrica,,,Motivar compras a través del botón 'Comprar',6.0,WhatsApp,91.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,Facebook,81.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,FB Messenger,67.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,Instagram,65.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,Snapchat,37.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,Twitter,28.0
Suecia,,,Uso de redes sociales para mantenerse informado,33.0,WhatsApp,29.0
Suecia,,,Seguir marcas que les gustan,26.0,Facebook,81.0
Suecia,,,Seguir marcas que les gustan,26.0,FB Messenger,67.0
Suecia,,,Seguir marcas que les gustan,26.0,Instagram,65.0
Suecia,,,Seguir marcas que les gustan,26.0,Snapchat,37.0
Suecia,,,Seguir marcas que les gustan,26.0,Twitter,28.0
Suecia,,,Seguir marcas que les gustan,26.0,WhatsApp,29.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,Facebook,81.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,FB Messenger,67.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,Instagram,65.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,Snapchat,37.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,Twitter,28.0
Suecia,,,Descubrir marcas a través de comentarios,19.0,WhatsApp,29.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,Facebook,81.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,FB Messenger,67.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,Instagram,65.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,Snapchat,37.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,Twitter,28.0
Suecia,,,Investigar productos/marcas usando redes sociales,33.0,WhatsApp,29.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,Facebook,81.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,FB Messenger,67.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,Instagram,65.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,Snapchat,37.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,Twitter,28.0
Suecia,,,Motivar compras a través de 'Me gusta',33.0,WhatsApp,29.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,Facebook,81.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,FB Messenger,67.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,Instagram,65.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,Snapchat,37.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,Twitter,28.0
Suecia,,,Motivar compras a través del botón 'Comprar',18.0,WhatsApp,29.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,Facebook,70.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,FB Messenger,49.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,Instagram,51.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,Snapchat,24.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,Twitter,23.0
Suiza,,,Uso de redes sociales para mantenerse informado,59.0,WhatsApp,82.0
Suiza,,,Seguir marcas que les gustan,50.0,Facebook,70.0
Suiza,,,Seguir marcas que les gustan,50.0,FB Messenger,49.0
Suiza,,,Seguir marcas que les gustan,50.0,Instagram,51.0
Suiza,,,Seguir marcas que les gustan,50.0,Snapchat,24.0
Suiza,,,Seguir marcas que les gustan,50.0,Twitter,23.0
Suiza,,,Seguir marcas que les gustan,50.0,WhatsApp,82.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,Facebook,70.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,FB Messenger,49.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,Instagram,51.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,Snapchat,24.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,Twitter,23.0
Suiza,,,Descubrir marcas a través de comentarios,36.0,WhatsApp,82.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,Facebook,70.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,FB Messenger,49.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,Instagram,51.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,Snapchat,24.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,Twitter,23.0
Suiza,,,Investigar productos/marcas usando redes sociales,58.0,WhatsApp,82.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,Facebook,70.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,FB Messenger,49.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,Instagram,51.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,Snapchat,24.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,Twitter,23.0
Suiza,,,Motivar compras a través de 'Me gusta',33.0,WhatsApp,82.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,Facebook,70.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,FB Messenger,49.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,Instagram,51.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,Snapchat,24.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,Twitter,23.0
Suiza,,,Motivar compras a través del botón 'Comprar',14.0,WhatsApp,82.0
Sweden,2012.0,1.13,,,,
Sweden,2013.0,1.13,,,,
Sweden,2014.0,1.22,,,,
Sweden,2015.0,1.33,,,,
Sweden,2016.0,1.37,,,,
Sweden,2017.0,1.54,,,,
Sweden,2018.0,1.49,,,,
Sweden,2019.0,1.51,,,,
Switzerland,2012.0,,,,,
Switzerland,2013.0,,,,,
Switzerland,2014.0,,,,,
Switzerland,2015.0,,,,,
Switzerland,2016.0,,,,,
Switzerland,2017.0,1.18,,,,
Switzerland,2018.0,1.19,,,,
Switzerland,2019.0,1.18,,,,
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,Facebook,92.0
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,FB Messenger,71.0
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,Instagram,61.0
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,Snapchat,18.0
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,Twitter,49.0
Tailandia,,,Uso de redes sociales para mantenerse informado,35.0,WhatsApp,25.0
Tailandia,,,Seguir marcas que les gustan,36.0,Facebook,92.0
Tailandia,,,Seguir marcas que les gustan,36.0,FB Messenger,71.0
Tailandia,,,Seguir marcas que les gustan,36.0,Instagram,61.0
Tailandia,,,Seguir marcas que les gustan,36.0,Snapchat,18.0
Tailandia,,,Seguir marcas que les gustan,36.0,Twitter,49.0
Tailandia,,,Seguir marcas que les gustan,36.0,WhatsApp,25.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,Facebook,92.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,FB Messenger,71.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,Instagram,61.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,Snapchat,18.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,Twitter,49.0
Tailandia,,,Descubrir marcas a través de comentarios,23.0,WhatsApp,25.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,Facebook,92.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,FB Messenger,71.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,Instagram,61.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,Snapchat,18.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,Twitter,49.0
Tailandia,,,Investigar productos/marcas usando redes sociales,51.0,WhatsApp,25.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,Facebook,92.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,FB Messenger,71.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,Instagram,61.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,Snapchat,18.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,Twitter,49.0
Tailandia,,,Motivar compras a través de 'Me gusta',23.0,WhatsApp,25.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,Facebook,92.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,FB Messenger,71.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,Instagram,61.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,Snapchat,18.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,Twitter,49.0
Tailandia,,,Motivar compras a través del botón 'Comprar',12.0,WhatsApp,25.0
Taiwan,2012.0,1.28,,,,
Taiwan,2013.0,1.3,,,,
Taiwan,2014.0,1.41,,,,
Taiwan,2015.0,1.5,,,,
Taiwan,2016.0,2.03,,,,
Taiwan,2017.0,2.06,,,,
Taiwan,2018.0,1.52,,,,
Taiwan,2019.0,1.51,,,,
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,Facebook,88.0
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,FB Messenger,57.0
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,Instagram,54.0
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,Snapchat,8.0
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,Twitter,27.0
Taiwán,,,Uso de redes sociales para mantenerse informado,62.0,WhatsApp,19.0
Taiwán,,,Seguir marcas que les gustan,52.0,Facebook,88.0
Taiwán,,,Seguir marcas que les gustan,52.0,FB Messenger,57.0
Taiwán,,,Seguir marcas que les gustan,52.0,Instagram,54.0
Taiwán,,,Seguir marcas que les gustan,52.0,Snapchat,8.0
Taiwán,,,Seguir marcas que les gustan,52.0,Twitter,27.0
Taiwán,,,Seguir marcas que les gustan,52.0,WhatsApp,19.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,Facebook,88.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,FB Messenger,57.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,Instagram,54.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,Snapchat,8.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,Twitter,27.0
Taiwán,,,Descubrir marcas a través de comentarios,28.0,WhatsApp,19.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,Facebook,88.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,FB Messenger,57.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,Instagram,54.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,Snapchat,8.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,Twitter,27.0
Taiwán,,,Investigar productos/marcas usando redes sociales,58.0,WhatsApp,19.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,Facebook,88.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,FB Messenger,57.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,Instagram,54.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,Snapchat,8.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,Twitter,27.0
Taiwán,,,Motivar compras a través de 'Me gusta',23.0,WhatsApp,19.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,Facebook,88.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,FB Messenger,57.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,Instagram,54.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,Snapchat,8.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,Twitter,27.0
Taiwán,,,Motivar compras a través del botón 'Comprar',12.0,WhatsApp,19.0
Thailand,2012.0,1.59,,,,
Thailand,2013.0,2.34,,,,
Thailand,2014.0,2.41,,,,
Thailand,2015.0,2.49,,,,
Thailand,2016.0,2.46,,,,
Thailand,2017.0,3.06,,,,
Thailand,2018.0,3.14,,,,
Thailand,2019.0,2.51,,,,
Turkey,2012.0,1.56,,,,
Turkey,2013.0,2.17,,,,
Turkey,2014.0,2.25,,,,
Turkey,2015.0,2.34,,,,
Turkey,2016.0,2.57,,,,
Turkey,2017.0,2.49,,,,
Turkey,2018.0,2.52,,,,
Turkey,2019.0,3.05,,,,
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,Facebook,82.0
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,FB Messenger,58.0
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,Instagram,85.0
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,Snapchat,32.0
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,Twitter,60.0
Turquía,,,Uso de redes sociales para mantenerse informado,40.0,WhatsApp,85.0
Turquía,,,Seguir marcas que les gustan,40.0,Facebook,82.0
Turquía,,,Seguir marcas que les gustan,40.0,FB Messenger,58.0
Turquía,,,Seguir marcas que les gustan,40.0,Instagram,85.0
Turquía,,,Seguir marcas que les gustan,40.0,Snapchat,32.0
Turquía,,,Seguir marcas que les gustan,40.0,Twitter,60.0
Turquía,,,Seguir marcas que les gustan,40.0,WhatsApp,85.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,Facebook,82.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,FB Messenger,58.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,Instagram,85.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,Snapchat,32.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,Twitter,60.0
Turquía,,,Descubrir marcas a través de comentarios,25.0,WhatsApp,85.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,Facebook,82.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,FB Messenger,58.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,Instagram,85.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,Snapchat,32.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,Twitter,60.0
Turquía,,,Investigar productos/marcas usando redes sociales,57.0,WhatsApp,85.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,Facebook,82.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,FB Messenger,58.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,Instagram,85.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,Snapchat,32.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,Twitter,60.0
Turquía,,,Motivar compras a través de 'Me gusta',14.0,WhatsApp,85.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,Facebook,82.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,FB Messenger,58.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,Instagram,85.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,Snapchat,32.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,Twitter,60.0
Turquía,,,Motivar compras a través del botón 'Comprar',6.0,WhatsApp,85.0
UAE,2012.0,2.21,,,,
UAE,2013.0,2.29,,,,
UAE,2014.0,2.48,,,,
UAE,2015.0,3.01,,,,
UAE,2016.0,3.24,,,,
UAE,2017.0,2.56,,,,
UAE,2018.0,3.0,,,,
UAE,2019.0,3.11,,,,
UK,2012.0,1.11,,,,
UK,2013.0,1.14,,,,
UK,2014.0,1.19,,,,
UK,2015.0,1.29,,,,
UK,2016.0,1.42,,,,
UK,2017.0,1.54,,,,
UK,2018.0,1.51,,,,
UK,2019.0,1.5,,,,
USA,2012.0,1.22,,,,
USA,2013.0,1.34,,,,
USA,2014.0,1.4,,,,
USA,2015.0,1.43,,,,
USA,2016.0,2.04,,,,
USA,2017.0,2.02,,,,
USA,2018.0,2.05,,,,
USA,2019.0,1.57,,,,
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,Facebook,93.0
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,FB Messenger,75.0
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,Instagram,51.0
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,Snapchat,17.0
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,Twitter,37.0
Vietnam,2012.0,1.47,Uso de redes sociales para mantenerse informado,,WhatsApp,23.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,Facebook,93.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,FB Messenger,75.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,Instagram,51.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,Snapchat,17.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,Twitter,37.0
Vietnam,2012.0,1.47,Seguir marcas que les gustan,,WhatsApp,23.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,Facebook,93.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,FB Messenger,75.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,Instagram,51.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,Snapchat,17.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,Twitter,37.0
Vietnam,2012.0,1.47,Descubrir marcas a través de comentarios,,WhatsApp,23.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,Facebook,93.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,FB Messenger,75.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,Instagram,51.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,Snapchat,17.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,Twitter,37.0
Vietnam,2012.0,1.47,Investigar productos/marcas usando redes sociales,,WhatsApp,23.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,Facebook,93.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,FB Messenger,75.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,Instagram,51.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,Snapchat,17.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,Twitter,37.0
Vietnam,2012.0,1.47,Motivar compras a través de 'Me gusta',,WhatsApp,23.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,Facebook,93.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,FB Messenger,75.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,Instagram,51.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,Snapchat,17.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,Twitter,37.0
Vietnam,2012.0,1.47,Motivar compras a través del botón 'Comprar',,WhatsApp,23.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,Facebook,93.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,FB Messenger,75.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,Instagram,51.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,Snapchat,17.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,Twitter,37.0
Vietnam,2013.0,1.57,Uso de redes sociales para mantenerse informado,,WhatsApp,23.0
Vietnam,2013.0,1.57,Seguir marcas que les gustan,,Facebook,93.0
Vietnam,2013.0,1.57,Seguir marcas que les gustan,,FB Messenger,75.0
