year,age,gender,occupation,stop_daily_activities,social_use,depressed,sleep_issues,source
2023,15,Female,School Student,Yes,Between 3 and 4 hours,Sometimes,Yes,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,18,Male,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,No,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 1 and 2 hours,Rarely,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,No,Less than an Hour,Rarely,No,YRBS23
2023,14,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,14,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Female,School Student,Yes,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,Between 3 and 4 hours,Rarely,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,16,Female,School Student,No,0 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 1 and 2 hours,Rarely,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Always,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Female,School Student,Yes,Less than an Hour,Most of the time,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Female,School Student,No,More than 5 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,Between 3 and 4 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Never,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,0 hours,Sometimes,Yes,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,No,Between 3 and 4 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,No,Between 3 and 4 hours,Most of the time,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Always,Yes,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,14,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Never,No,YRBS23
2023,15,Male,School Student,No,Less than an Hour,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,14,Male,School Student,No,Between 1 and 2 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,15,Female,School Student,No,Between 1 and 2 hours,Rarely,No,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Always,Yes,YRBS23
2023,17,Male,School Student,No,Between 1 and 2 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,18,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,18,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,18,Male,School Student,Yes,Less than an Hour,Sometimes,Yes,YRBS23
2023,18,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Always,Yes,YRBS23
2023,17,Female,School Student,No,Between 3 and 4 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 3 and 4 hours,Most of the time,Yes,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,18,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,No,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Sometimes,Yes,YRBS23
2023,17,Female,School Student,No,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,18,Female,School Student,No,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Always,No,YRBS23
2023,15,Male,School Student,Yes,More than 5 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,Less than an Hour,Sometimes,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Never,Yes,YRBS23
2023,17,Female,School Student,Yes,0 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,14,Male,School Student,Yes,Less than an Hour,Rarely,No,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Male,School Student,No,Less than an Hour,Rarely,No,YRBS23
2023,16,Male,School Student,No,0 hours,Never,Yes,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,14,Female,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,14,Female,School Student,Yes,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Always,No,YRBS23
2023,15,Female,School Student,No,Between 1 and 2 hours,Rarely,No,YRBS23
2023,14,Female,School Student,Yes,Between 2 and 3 hours,Always,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Always,Yes,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,15,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,14,Female,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,Less than an Hour,Rarely,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,No,Less than an Hour,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,Less than an Hour,Sometimes,No,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Sometimes,Yes,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Most of the time,Yes,YRBS23
2023,14,Male,School Student,No,More than 5 hours,Rarely,Yes,YRBS23
2023,15,Male,School Student,No,0 hours,Never,No,YRBS23
2023,14,Female,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Rarely,Yes,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Rarely,Yes,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,15,Male,School Student,No,Between 3 and 4 hours,Never,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,16,Male,School Student,Yes,Between 1 and 2 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Never,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,14,Male,School Student,No,Less than an Hour,Rarely,No,YRBS23
2023,16,Male,School Student,Yes,More than 5 hours,Never,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,Yes,More than 5 hours,Always,Yes,YRBS23
2023,14,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Never,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Female,School Student,No,Less than an Hour,Rarely,Yes,YRBS23
2023,18,Male,School Student,No,Between 3 and 4 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,Yes,More than 5 hours,Never,No,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,Less than an Hour,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Rarely,Yes,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Never,No,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Always,Yes,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,Between 1 and 2 hours,Sometimes,Yes,YRBS23
2023,16,Female,School Student,Yes,0 hours,Most of the time,Yes,YRBS23
2023,18,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,Yes,Less than an Hour,Never,No,YRBS23
2023,16,Male,School Student,No,0 hours,Never,No,YRBS23
2023,18,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,18,Male,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Sometimes,Yes,YRBS23
2023,18,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Always,No,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,18,Female,School Student,Yes,Between 2 and 3 hours,Rarely,Yes,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Never,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,Yes,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Rarely,Yes,YRBS23
2023,18,Female,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,18,Male,School Student,No,Between 3 and 4 hours,Rarely,No,YRBS23
2023,18,Male,School Student,No,Between 1 and 2 hours,Never,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,18,Female,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,18,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,No,Between 3 and 4 hours,Never,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,16,Male,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,Yes,Between 1 and 2 hours,Sometimes,Yes,YRBS23
2023,16,Male,School Student,No,Less than an Hour,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Always,Yes,YRBS23
2023,16,Female,School Student,Yes,Less than an Hour,Sometimes,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,Yes,0 hours,Always,Yes,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,Yes,Between 1 and 2 hours,Sometimes,Yes,YRBS23
2023,15,Male,School Student,No,More than 5 hours,Never,Yes,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,Less than an Hour,Most of the time,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,17,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,No,0 hours,Never,Yes,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,No,Between 3 and 4 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,Less than an Hour,Sometimes,Yes,YRBS23
2023,16,Female,School Student,Yes,Between 3 and 4 hours,Always,Yes,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,15,Male,School Student,No,Between 3 and 4 hours,Rarely,No,YRBS23
2023,15,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,Yes,Less than an Hour,Most of the time,Yes,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,16,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,16,Male,School Student,Yes,Less than an Hour,Sometimes,No,YRBS23
2023,18,Male,School Student,Yes,Less than an Hour,Rarely,No,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,No,0 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,15,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,Yes,YRBS23
2023,16,Male,School Student,No,Between 1 and 2 hours,Never,No,YRBS23
2023,16,Male,School Student,Yes,More than 5 hours,Rarely,No,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,16,Female,School Student,Yes,Less than an Hour,Most of the time,No,YRBS23
2023,16,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,16,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,16,Female,School Student,Yes,Between 1 and 2 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,Yes,0 hours,Sometimes,No,YRBS23
2023,17,Female,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,16,Female,School Student,Yes,More than 5 hours,Most of the time,Yes,YRBS23
2023,16,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,16,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,14,Male,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,14,Female,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Female,School Student,Yes,Between 2 and 3 hours,Always,No,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Sometimes,Yes,YRBS23
2023,15,Female,School Student,Yes,Between 1 and 2 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,Yes,Between 1 and 2 hours,Sometimes,No,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Always,No,YRBS23
2023,14,Male,School Student,No,More than 5 hours,Never,No,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Never,No,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Most of the time,Yes,YRBS23
2023,14,Female,School Student,Yes,Between 3 and 4 hours,Most of the time,No,YRBS23
2023,15,Male,School Student,Yes,More than 5 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Sometimes,No,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Rarely,Yes,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,15,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,14,Male,School Student,No,0 hours,Always,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,16,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,18,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,Between 3 and 4 hours,Sometimes,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,15,Male,School Student,Yes,Between 1 and 2 hours,Rarely,No,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Sometimes,Yes,YRBS23
2023,18,Male,School Student,Yes,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,14,Male,School Student,Yes,0 hours,Never,No,YRBS23
2023,14,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,17,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,15,Male,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,14,Male,School Student,No,Less than an Hour,Never,No,YRBS23
2023,18,Male,School Student,No,More than 5 hours,Rarely,No,YRBS23
2023,18,Female,School Student,Yes,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,14,Male,School Student,No,Between 2 and 3 hours,Sometimes,No,YRBS23
2023,14,Male,School Student,Yes,0 hours,Rarely,No,YRBS23
2023,18,Male,School Student,No,Between 3 and 4 hours,Rarely,No,YRBS23
2023,15,Male,School Student,Yes,Between 1 and 2 hours,Sometimes,Yes,YRBS23
2023,17,Female,School Student,No,Between 2 and 3 hours,Most of the time,No,YRBS23
2023,14,Female,School Student,No,Between 2 and 3 hours,Never,No,YRBS23
2023,18,Male,School Student,No,Between 2 and 3 hours,Rarely,No,YRBS23
2023,17,Male,School Student,No,More than 5 hours,Sometimes,No,YRBS23
2023,17,Male,School Student,Yes,More than 5 hours,Always,No,YRBS23
2023,15,Female,School Student,Yes,More than 5 hours,Always,No,YRBS23
